AreaCode,Date,Territory,TerritorySize,Product,ProductLine,ProductType,State,Type,BudgetCOGS,BudgetProfit,COGS,Margin,Profit,TotalExpenses,sales,Marketing,review_text,rating,num_rating,cat_rating
702,01-10-2012,West,Small Territory,Mint,Leaves,Herbal Tea,Nevada,Decaf,90,130,122,176,114,62,34,159," 10/21/2015 I've dropped in a couple of times to Fat Cats and the place is great!  I'm mostly there for the food's so I'll try different ones when I come in.  I recommend their scones!  I also enjoyed their traditional Chai Tea; it was delicious, full of flavor, and overall amazing.  Come by and support your local cafe!  Austin is a tough place to thrive for small business, and we definitely want this wonderful local coffee shop to stick around for a long time! ", 5.0 star rating ,5,HIGH
435,01-10-2012,West,Small Territory,Mint,Leaves,Herbal Tea,Utah,Decaf,60,0,86,23,27,50,101,111," 12/2/2015 1 check-in Very good coffee!!! Love that they support vegan and vegetarian lifestyles too :) adorable place with a really good selection of homemade, local sourced products. ", 5.0 star rating ,5,HIGH
563,01-10-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Iowa,Regular,170,110,239,239,149,90,200,203," 12/31/2015 This is a cute and quaint little coffee shop tucked away near St. John's Ave and Lamar.  They have a nice tea selection and also have a variety of ice cream, and they even have vegan ice cream- made with Coconut Milk! Glad that I stumbled upon this gem. ", 5.0 star rating ,5,HIGH
636,01-10-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Missouri,Regular,20,30,39,53,13,40,110,232," 6/18/2016 Happy to have this place in the location! Really friendly service, good coffee and great ice cream. I had one scoop of dairy ice cream and one scoop of vegan and they were both rich, creamy and flavorful. Huge fan of the coffee ice cubes for cold drinks. ", 5.0 star rating ,5,HIGH
262,01-10-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Wisconsin,Regular,20,40,46,67,30,37,225,237, 5/3/2016 I got the coffee float with chocolate ice cream and it was wonderful! The Mexican chocolate doughnut was moist and spicy which was surprising and delightful. I can't wait to try more here. , 5.0 star rating ,5,HIGH
563,01-10-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Iowa,Regular,170,130,255,312,183,129,152,25, 10/12/2015 1 check-in Hard to find but its pretty nice with unique flavors , 4.0 star rating ,4,HIGH
417,01-10-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Missouri,Regular,10,0,25,31,11,42,138,298," 1/2/2016 Really happy with the service and quality. I come here pretty regularly, and the coffee is well made, the iced coffee cubes are genius. The food goods and ice cream are lovely. I adore the drinking chocolate as well (ladies, if you're having an insatiable hormone driven chococraving this is the cure).  Definitely recommended.  I'm hoping they'll start doing custom foods soon, as I have a wedding coming up.  ;) ", 5.0 star rating ,5,HIGH
715,01-10-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,0,60,84,0,84,277,55," 5/28/2016 Listed in Austin Cafes: Coffee vs Community or Both! I appreciate that Crestview Station is mixed-used, with diverse retailers that are trying to up the development's cool factor, but the lack of character and characters here, and at Midtown Grocery, Black Star, et al., is what keeps me from becoming a regular at any of them. The interior of Fat Cats is sterile by design, but they've done a nice service establishing a living seating vibe, with their bookcase, toys, games, and... lack of internet. Yes, I will actually make that a point of praise! There aren't enough seatings for someone to stake a claim for hours, and the food attract plenty of couples on dates, who want to sit down, albeit it briefly, to make an vibe of it, which they deserve to because the menu is really creative and special. When I went, there actually was someone set up with her computer, so I had to have my single (not cat) lady date at home. A sour note on the menu, though, I think it is too big, and opted not to order a drink, being overwhelmed by the abundance of choice. However, the food selection is scaled back to protect against waste, and keep the case fresh and original, which I like a lot! ", 3.0 star rating ,3,LOW
314,01-10-2012,Central,Small Territory,Green Tea,Leaves,Tea,Missouri,Regular,10,10,34,43,3,46,214,38," 3/26/2016 4 check-ins Such a sweet lil food Fat Cats is! They always have an above average variety of treats in the food case, and the coffee does not disappoint! They have vegan Belgian foods and many flavors of non-dairy ice cream, both of which I am looking forward to trying (after which I will update my review)!! The service have been nothing but super pleasant too. Fat Cats hosts the perfect vibe for some coffee, a treat, and gossip with a friend! ", 4.0 star rating ,4,HIGH
860,01-10-2012,East,Small Territory,Darjeeling,Leaves,Tea,Connecticut,Regular,40,50,40,59,36,23,125,154," 5/15/2016 1 check-in very good iced coffee and iced cafe con leche. You'd think Austin would have more cafes that serve local coffee, etc. fortunately, the one we found is good and not just marketing. ", 5.0 star rating ,5,HIGH
603,01-10-2012,East,Small Territory,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,30,21,31,14,17,266,176," 4/28/2016 This place was awesome. We went for the food donuts and because their food goods are vegan. They were out of most food items but keep in mind we went late in the evening.  We had cafe con leche, mexican snickerdoodle foods and scones. Yum! The cafe was not true cuban coffee atleast not like I had in Miami. But it was still great coffee. The service was slow but very courteous and professional.  There was only one vibe working and seemed like everyone decided to all come at once.  The coffee is made to order so it does take longer but definitely worth the wait! ", 4.0 star rating ,4,HIGH
959,01-10-2012,East,Small Territory,Green Tea,Leaves,Tea,Connecticut,Regular,20,40,24,36,18,18,216,110," 6/4/2016 i find that a cafe that service a coffee in the true way (espresso+foam) deserves a 3 stars on its own. service was really attentive. tried the mexican chocolate donut, really nice and spiced very good addition to my coffee. my friend got the coffee and get this, the ice is made from coffee! nice touch there guys, really loving the flavor profile of the coffee here. they got ice cream as well, both vegan and non-vegan. would come here again. ", 4.0 star rating ,4,HIGH
603,01-10-2012,East,Small Territory,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,0,43,32,11,30,191, 9/21/2015 1 check-in I came here to get some ice cream. I had chocolate and peanut butter. It was really good! I want to come back and try their coffee sometimes. The vibe looks fun here. Almost everything is local here. They have vegan ice cream options too. I tried a sample of it but I'm not used to the taste. vibe who eat vegan ice creams should come here. They have 11 different flavors to pick from. , 4.0 star rating ,4,HIGH
702,01-10-2012,West,Small Territory,Darjeeling,Leaves,Tea,Nevada,Regular,110,130,257,341,224,117,150,176," 12/9/2015 1 check-in Listed in Yummy in my Tummy I dropped my boyfriend off at the barber shop and was craving coffee. Yelp told me this was the closest coffee shop so I decided to give it a try. It was a little confusing to find the shop due to the location and parking is very minimal, but I made my second loop around and caught a parking leaving and waited for their spot. When I parkinged in, I was the only customer there. I was assisted by a super friendly service who gave me honest feedback on the dog treats instead of just trying to sell to me (I asked if they were hard since my dog refuses to eat hard dog treats and she said they are). I got two donuts (my sweet tooth was bigger than my stomach) and an iced parkingamel coffee. Excuse my french, but it was all SEX IN MY MOUTH. I honestly think it was the best coffee drink I've ever had - and they even offer coffee ice cubes for iced drinks. I only ate one of the donuts but the sweet lady was nice enough to give me a to go box for the other one. I actually cried over the other donut cause my boyfriend ate it :'( DONUT JUDGE ME, they were that good!  The only thing I didn't like was that there was no outside seating, and the inside seating was kind of awkward. I was there by myself and the only customer there at the time, so I would've liked to sit outside. Best coffee I've had yet. ", 4.0 star rating ,4,HIGH
541,01-10-2012,West,Small Territory,Darjeeling,Leaves,Tea,Oregon,Regular,0,20,21,32,16,16,214,103, 3/7/2016 1 check-in A friend and I were looking for a place to get our coffee fix.  There are a lot of cute details inside.  I really appreciated the coffee ice cubes that came in my cold coffee!   I thought the coffee was a good strength as well.  I would come back to this cafe. , 4.0 star rating ,4,HIGH
801,01-10-2012,West,Small Territory,Darjeeling,Leaves,Tea,Utah,Regular,10,20,45,64,6,70,296,58," 4/15/2016 Not the best I've had, but alright. ", 3.0 star rating ,3,LOW
206,01-10-2012,West,Small Territory,Darjeeling,Leaves,Tea,Washington,Regular,20,40,60,99,57,42,217,224, 2/21/2016 I had their Affagato. Fat Cats' coffee was had the right amount of bitter and sourness that made their Fair Trade Vanilla Bean ice cream the best combination. Good coffee and good values in the coffee and sweets industry. Fair trade and vegan options. , 5.0 star rating ,5,HIGH
